License,DBA Name,AKA Name,Facility Type,Risk,Address,City,State,Zip,Inspection ID,Label
9,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),116 S MICHIGAN AVE ,CHICAGO,IL,60603,2484249,
9,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),116 S MICHIGAN AVE ,CHICAGO,IL,60603,2304407,
9,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),116 S MICHIGAN AVE ,CHICAGO,IL,60603,2181227,
9,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),116 S MICHIGAN AVE ,CHICAGO,IL,60603,2181605,
9,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),116 S MICHIGAN AVE ,CHICAGO,IL,60603,2050713,
9,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),116 S MICHIGAN AVE ,CHICAGO,IL,60603,1975322,
9,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),116 S MICHIGAN AVE ,CHICAGO,IL,60603,1770401,
9,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),116 S MICHIGAN AVE ,CHICAGO,IL,60603,1591645,
9,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),116 S MICHIGAN AVE ,CHICAGO,IL,60603,1532295,
9,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),116 S MICHIGAN AVE ,CHICAGO,IL,60603,1473667,
9,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),116 S MICHIGAN AVE ,CHICAGO,IL,60603,1092747,
9,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),116 S MICHIGAN AVE ,CHICAGO,IL,60603,1345483,
9,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),116 S MICHIGAN AVE ,CHICAGO,IL,60603,1114329,
9,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),116 S MICHIGAN AVE ,CHICAGO,IL,60603,567429,
9,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),116 S MICHIGAN AVE ,CHICAGO,IL,60603,277423,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,2359437,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,2360052,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,2345715,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,2222357,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,2151032,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,2079140,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,2078535,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,2072109,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,1995576,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,1689246,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,1418988,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,1522306,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,1372570,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,1372583,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,1324763,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,1345486,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,1324747,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,679365,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,679677,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,567344,
40,COSI,COSI,Restaurant,Risk 1 (High),233 N MICHIGAN AVE ,CHICAGO,IL,60601,409239,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,2457196,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,2320472,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,2316111,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,2145199,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,1982900,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,1982521,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,1970515,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,1749213,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,1751747,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,1583611,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,1447556,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,1286367,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,1324817,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,1327230,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,614679,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,614217,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,229498,
62,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),230 W WASHINGTON ST ,CHICAGO,IL,60606,229481,
85,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),55 E GRAND AVE ,CHICAGO,IL,60611,1361105,
85,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),55 E GRAND AVE ,CHICAGO,IL,60611,1138213,
85,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),55 E GRAND AVE ,CHICAGO,IL,60611,569318,
85,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),55 E GRAND AVE ,CHICAGO,IL,60611,453257,
85,XANDO COFFEE & BAR  COSI SANDWICH BAR,XANDO COFFEE & BAR  COSI SANDWICH BAR,Restaurant,Risk 1 (High),55 E GRAND AVE ,CHICAGO,IL,60611,453267,
99,XANDO COFFEE & BAR  COSI SANDWICH BAR,COSI,Restaurant,Risk 1 (High),203 N LA SALLE ST ,CHICAGO,IL,60601,1982143,
99,XANDO COFFEE & BAR  COSI SANDWICH BAR,COSI,Restaurant,Risk 1 (High),203 N LA SALLE ST ,CHICAGO,IL,60601,1689304,
99,XANDO COFFEE & BAR  COSI SANDWICH BAR,COSI,Restaurant,Risk 1 (High),203 N LA SALLE ST ,CHICAGO,IL,60601,1591352,
99,XANDO COFFEE & BAR  COSI SANDWICH BAR,COSI,Restaurant,Risk 1 (High),203 N LA SALLE ST ,CHICAGO,IL,60601,1532284,
99,XANDO COFFEE & BAR  COSI SANDWICH BAR,COSI,Restaurant,Risk 1 (High),203 N LA SALLE ST ,CHICAGO,IL,60601,1493463,
99,XANDO COFFEE & BAR  COSI SANDWICH BAR,COSI,Restaurant,Risk 1 (High),203 N LA SALLE ST ,CHICAGO,IL,60601,1345758,
99,XANDO COFFEE & BAR  COSI SANDWICH BAR,COSI,Restaurant,Risk 1 (High),203 N LA SALLE ST ,CHICAGO,IL,60601,1345719,
99,XANDO COFFEE & BAR  COSI SANDWICH BAR,COSI,Restaurant,Risk 1 (High),203 N LA SALLE ST ,CHICAGO,IL,60601,1327101,
99,XANDO COFFEE & BAR  COSI SANDWICH BAR,COSI,Restaurant,Risk 1 (High),203 N LA SALLE ST ,CHICAGO,IL,60601,1138770,
99,XANDO COFFEE & BAR  COSI SANDWICH BAR,COSI,Restaurant,Risk 1 (High),203 N LA SALLE ST ,CHICAGO,IL,60601,588265,
99,XANDO COFFEE & BAR  COSI SANDWICH BAR,COSI,Restaurant,Risk 1 (High),203 N LA SALLE ST ,CHICAGO,IL,60601,588258,
99,XANDO COFFEE & BAR  COSI SANDWICH BAR,COSI,Restaurant,Risk 1 (High),203 N LA SALLE ST ,CHICAGO,IL,60601,409529,
99,XANDO COFFEE & BAR  COSI SANDWICH BAR,COSI,Restaurant,Risk 1 (High),203 N LA SALLE ST ,CHICAGO,IL,60601,197244,
115,JOHN SCHALLER,JOHN SCHALLER,Restaurant,Risk 1 (High),3714 S HALSTED ST ,CHICAGO,IL,60609,2285484,
115,JOHN SCHALLER,JOHN SCHALLER,Restaurant,Risk 1 (High),3714 S HALSTED ST ,CHICAGO,IL,60609,2176791,
115,JOHN SCHALLER,JOHN SCHALLER,Restaurant,Risk 1 (High),3714 S HALSTED ST ,CHICAGO,IL,60609,2116410,
115,JOHN SCHALLER,JOHN SCHALLER,Restaurant,Risk 1 (High),3714 S HALSTED ST ,CHICAGO,IL,60609,2098924,
115,JOHN SCHALLER,JOHN SCHALLER,Restaurant,Risk 1 (High),3714 S HALSTED ST ,CHICAGO,IL,60609,1955428,
115,JOHN SCHALLER,JOHN SCHALLER,Restaurant,Risk 1 (High),3714 S HALSTED ST ,CHICAGO,IL,60609,1746263,
115,JOHN SCHALLER,JOHN SCHALLER,Restaurant,Risk 1 (High),3714 S HALSTED ST ,CHICAGO,IL,60609,1538017,
115,JOHN SCHALLER,JOHN SCHALLER,Restaurant,Risk 1 (High),3714 S HALSTED ST ,CHICAGO,IL,60609,1459773,
115,JOHN SCHALLER,JOHN SCHALLER,Restaurant,Risk 1 (High),3714 S HALSTED ST ,CHICAGO,IL,60609,1227729,
115,JOHN SCHALLER,JOHN SCHALLER,Restaurant,Risk 1 (High),3714 S HALSTED ST ,CHICAGO,IL,60609,585989,
115,JOHN SCHALLER,JOHN SCHALLER,Restaurant,Risk 1 (High),3714 S HALSTED ST ,CHICAGO,IL,60609,414092,
126,CALS 400 LIQUORS INC,CALS 400 LIQUORS INC,Restaurant,Risk 3 (Low),400 S WELLS ST ,CHICAGO,IL,60607,1989657,
126,CALS 400 LIQUORS INC,CALS 400 LIQUORS INC,Restaurant,Risk 3 (Low),400 S WELLS ST ,CHICAGO,IL,60607,401373,
139,KILDARE LIQUORS,KILDARE LIQUORS,Restaurant,Risk 1 (High),4300 W LAWRENCE AVE ,CHICAGO,IL,60630,604339,
139,KILDARE LIQUORS,KILDARE LIQUORS,Restaurant,Risk 1 (High),4300 W LAWRENCE AVE ,CHICAGO,IL,60630,124297,
139,KILDARE LIQUORS,KILDARE LIQUORS,Restaurant,Risk 1 (High),4300 W LAWRENCE AVE ,CHICAGO,IL,60630,124280,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,2500344,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,2498072,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,2453244,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,2453459,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,2262009,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,2261523,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,2064984,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,1938054,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,1932908,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,1578220,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,1515487,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,1296766,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,1353560,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,1353716,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,1151201,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,1150331,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,543247,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,543234,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,276982,
149,FOXS BEVERLY PUB,FOXS BEVERLY PUB,Restaurant,Risk 1 (High),9956 S WESTERN AVE ,CHICAGO,IL,60643,251156,
153,JEFFERY PUB,JEFFERY PUB,TAVERN,Risk 3 (Low),7041 S JEFFERY BLVD ,CHICAGO,IL,60649,1402044,
153,JEFFERY PUB,JEFFERY PUB,TAVERN,Risk 3 (Low),7041 S JEFFERY BLVD ,CHICAGO,IL,60649,920451,
158,BURWOOD TAP,BURWOOD TAP,Restaurant,Risk 3 (Low),724 W WRIGHTWOOD AVE ,CHICAGO,IL,60614,2213399,
158,BURWOOD TAP,BURWOOD TAP,Restaurant,Risk 3 (Low),724 W WRIGHTWOOD AVE ,CHICAGO,IL,60614,2201121,
158,BURWOOD TAP,BURWOOD TAP,Restaurant,Risk 3 (Low),724 W WRIGHTWOOD AVE ,CHICAGO,IL,60614,2200686,
158,BURWOOD TAP,BURWOOD TAP,Restaurant,Risk 3 (Low),724 W WRIGHTWOOD AVE ,CHICAGO,IL,60614,1965468,
158,BURWOOD TAP,BURWOOD TAP,Restaurant,Risk 3 (Low),724 W WRIGHTWOOD AVE ,CHICAGO,IL,60614,1960973,
158,BURWOOD TAP,BURWOOD TAP,Restaurant,Risk 3 (Low),724 W WRIGHTWOOD AVE ,CHICAGO,IL,60614,1576204,
158,BURWOOD TAP,BURWOOD TAP,Restaurant,Risk 3 (Low),724 W WRIGHTWOOD AVE ,CHICAGO,IL,60614,1566460,
158,BURWOOD TAP,BURWOOD TAP,Restaurant,Risk 3 (Low),724 W WRIGHTWOOD AVE ,CHICAGO,IL,60614,1562045,
158,BURWOOD TAP,BURWOOD TAP,Restaurant,Risk 3 (Low),724 W WRIGHTWOOD AVE ,CHICAGO,IL,60614,1393310,
158,BURWOOD TAP,BURWOOD TAP,Restaurant,Risk 3 (Low),724 W WRIGHTWOOD AVE ,CHICAGO,IL,60614,1092685,
158,BURWOOD TAP,BURWOOD TAP,Restaurant,Risk 3 (Low),724 W WRIGHTWOOD AVE ,CHICAGO,IL,60614,250494,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,2473154,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,2366038,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,2291052,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,2291105,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,2293617,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,2243574,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,2167114,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,2169469,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,1974320,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,1974328,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,1937547,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,1938015,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,1528027,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,1532211,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,1491180,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,1491030,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,1445236,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,1491098,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,1139039,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,381341,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,381339,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,114579,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,114596,
164,POTASH BROS SUPERMARKET,POTASH BROS SUPERMARKET,Grocery Store,Risk 1 (High),1525 N CLARK ST ,CHICAGO,IL,60610,160227,
207,RIVER SHANNON,RIVER SHANNON,Restaurant,Risk 2 (Medium),425 W ARMITAGE AVE ,CHICAGO,IL,60614,1961184,
207,RIVER SHANNON,RIVER SHANNON,Restaurant,Risk 2 (Medium),425 W ARMITAGE AVE ,CHICAGO,IL,60614,1956028,
207,RIVER SHANNON,RIVER SHANNON,Restaurant,Risk 2 (Medium),425 W ARMITAGE AVE ,CHICAGO,IL,60614,1956044,
207,RIVER SHANNON,RIVER SHANNON,Restaurant,Risk 2 (Medium),425 W ARMITAGE AVE ,CHICAGO,IL,60614,1966326,
207,RIVER SHANNON,RIVER SHANNON,Restaurant,Risk 2 (Medium),425 W ARMITAGE AVE ,CHICAGO,IL,60614,1965889,
207,RIVER SHANNON,RIVER SHANNON,Restaurant,Risk 2 (Medium),425 W ARMITAGE AVE ,CHICAGO,IL,60614,1522319,
207,RIVER SHANNON,RIVER SHANNON,Restaurant,Risk 2 (Medium),425 W ARMITAGE AVE ,CHICAGO,IL,60614,1401950,
207,RIVER SHANNON,RIVER SHANNON,Restaurant,Risk 2 (Medium),425 W ARMITAGE AVE ,CHICAGO,IL,60614,1401806,
218,LAURIES REST & COCKTAIL LOUNG,LAURIES REST & COCKTAIL LOUNG,Restaurant,Risk 1 (High),5153 N BROADWAY ,CHICAGO,IL,60640,1235249,
218,LAURIES REST & COCKTAIL LOUNG,LAURIES REST & COCKTAIL LOUNG,Restaurant,Risk 1 (High),5153 N BROADWAY ,CHICAGO,IL,60640,517580,
239,OLD TIMERS REST & LOUNGE,OLD TIMERS REST & LOUNGE,Restaurant,Risk 1 (High),75 E LAKE ST ,CHICAGO,IL,60601,409246,
241,HOP HAUS ROGERS PARK,HOP HAUS ROGERS PARK,Restaurant,Risk 1 (High),75417545 N CLARK ST ,CHICAGO,IL,60626,1955674,
241,HARD WATER BAR & GRILL,HARD WATER BAR & GRILL,Restaurant,Risk 1 (High),75417545 N CLARK ST ,CHICAGO,IL,60626,1955559,
241,HOP HAUS ROGERS PARK,HOP HAUS ROGERS PARK,Restaurant,Risk 1 (High),75417545 N CLARK ST ,CHICAGO,IL,60626,1965752,
241,HARD WATER BAR & GRILL,HARD WATER BAR & GRILL,Restaurant,Risk 1 (High),75417545 N CLARK ST ,CHICAGO,IL,60626,1965749,
241,HARD WATER BAR & GRILL,HARD WATER BAR & GRILL,Restaurant,Risk 1 (High),75417545 N CLARK ST ,CHICAGO,IL,60626,1770933,
