Provider ID,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Label
10005,BOAZ,AL,35957,MARSHALL,2565938310,Emergency Department,OP_18c,
10005,BOAZ,AL,35957,MARSHALL,2565938310,Heart Attack or Chest Pain,OP_2,
10005,BOAZ,AL,35957,MARSHALL,2565938310,Emergency Department,OP_22,
10005,BOAZ,AL,35957,MARSHALL,2565938310,Emergency Department,OP_23,
10005,BOAZ,AL,35957,MARSHALL,2565938310,Colonoscopy care,OP_29,
10005,BOAZ,AL,35957,MARSHALL,2565938310,Colonoscopy care,OP_30,
10005,BOAZ,AL,35957,MARSHALL,2565938310,Cataract surgery outcome,OP_31,
10005,BOAZ,AL,35957,MARSHALL,2565938310,Cancer care,OP_33,
10005,BOAZ,AL,35957,MARSHALL,2565938310,Heart Attack or Chest Pain,OP_3b,
10005,BOAZ,AL,35957,MARSHALL,2565938310,Heart Attack or Chest Pain,OP_5,
10005,BOAZ,AL,35957,MARSHALL,2565938310,Pregnancy and Delivery Care,PC_01,
10005,BOAZ,AL,35957,MARSHALL,2565938310,Sepsis Care,SEP_1,
10005,BOAZ,AL,35957,MARSHALL,2565938310,Blood Clot Prevention and Treatment,VTE_6,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Emergency Department,EDV,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Emergency Department,ED_1b,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Emergency Department,ED_2b,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Preventive Care,IMM_2,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Emergency Department,OP_18b,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Emergency Department,OP_18c,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Heart Attack or Chest Pain,OP_2,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Emergency Department,OP_22,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Emergency Department,OP_23,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Colonoscopy care,OP_29,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Colonoscopy care,OP_30,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Cataract surgery outcome,OP_31,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Cancer care,OP_33,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Heart Attack or Chest Pain,OP_3b,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Heart Attack or Chest Pain,OP_5,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Pregnancy and Delivery Care,PC_01,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Sepsis Care,SEP_1,
10006,FLORENCE,AL,35630,LAUDERDALE,2567688400,Blood Clot Prevention and Treatment,VTE_6,
10007,OPP,AL,36467,COVINGTON,3344933541,Emergency Department,EDV,
10007,OPP,AL,36467,COVINGTON,3344933541,Emergency Department,ED_1b,
10007,OPP,AL,36467,COVINGTON,3344933541,Emergency Department,ED_2b,
10007,OPP,AL,36467,COVINGTON,3344933541,Preventive Care,IMM_2,
10007,OPP,AL,36467,COVINGTON,3344933541,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,
10007,OPP,AL,36467,COVINGTON,3344933541,Emergency Department,OP_18b,
10007,OPP,AL,36467,COVINGTON,3344933541,Emergency Department,OP_18c,
10007,OPP,AL,36467,COVINGTON,3344933541,Heart Attack or Chest Pain,OP_2,
10007,OPP,AL,36467,COVINGTON,3344933541,Emergency Department,OP_22,
10007,OPP,AL,36467,COVINGTON,3344933541,Emergency Department,OP_23,
10007,OPP,AL,36467,COVINGTON,3344933541,Colonoscopy care,OP_29,
10007,OPP,AL,36467,COVINGTON,3344933541,Colonoscopy care,OP_30,
10007,OPP,AL,36467,COVINGTON,3344933541,Cataract surgery outcome,OP_31,
10007,OPP,AL,36467,COVINGTON,3344933541,Cancer care,OP_33,
10007,OPP,AL,36467,COVINGTON,3344933541,Heart Attack or Chest Pain,OP_3b,
10007,OPP,AL,36467,COVINGTON,3344933541,Heart Attack or Chest Pain,OP_5,
10007,OPP,AL,36467,COVINGTON,3344933541,Pregnancy and Delivery Care,PC_01,
10007,OPP,AL,36467,COVINGTON,3344933541,Sepsis Care,SEP_1,
10007,OPP,AL,36467,COVINGTON,3344933541,Blood Clot Prevention and Treatment,VTE_6,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Emergency Department,EDV,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Emergency Department,ED_1b,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Emergency Department,ED_2b,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Preventive Care,IMM_2,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Emergency Department,OP_18b,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Emergency Department,OP_18c,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Heart Attack or Chest Pain,OP_2,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Emergency Department,OP_22,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Emergency Department,OP_23,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Colonoscopy care,OP_29,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Colonoscopy care,OP_30,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Cataract surgery outcome,OP_31,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Cancer care,OP_33,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Heart Attack or Chest Pain,OP_3b,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Heart Attack or Chest Pain,OP_5,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Pregnancy and Delivery Care,PC_01,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Sepsis Care,SEP_1,
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Blood Clot Prevention and Treatment,VTE_6,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Emergency Department,EDV,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Emergency Department,ED_1b,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Emergency Department,ED_2b,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Preventive Care,IMM_2,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Emergency Department,OP_18b,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Emergency Department,OP_18c,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Heart Attack or Chest Pain,OP_2,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Emergency Department,OP_22,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Emergency Department,OP_23,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Colonoscopy care,OP_29,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Colonoscopy care,OP_30,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Cataract surgery outcome,OP_31,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Cancer care,OP_33,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Heart Attack or Chest Pain,OP_3b,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Heart Attack or Chest Pain,OP_5,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Pregnancy and Delivery Care,PC_01,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Sepsis Care,SEP_1,
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Blood Clot Prevention and Treatment,VTE_6,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Emergency Department,EDV,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Emergency Department,ED_1b,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Emergency Department,ED_2b,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Preventive Care,IMM_2,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Emergency Department,OP_18b,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Emergency Department,OP_18c,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Heart Attack or Chest Pain,OP_2,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Emergency Department,OP_22,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Emergency Department,OP_23,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Colonoscopy care,OP_29,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Colonoscopy care,OP_30,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Cataract surgery outcome,OP_31,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Cancer care,OP_33,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Heart Attack or Chest Pain,OP_3b,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Heart Attack or Chest Pain,OP_5,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Pregnancy and Delivery Care,PC_01,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Sepsis Care,SEP_1,
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Blood Clot Prevention and Treatment,VTE_6,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Emergency Department,EDV,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Emergency Department,ED_1b,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Emergency Department,ED_2b,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Preventive Care,IMM_2,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Emergency Department,OP_18b,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Emergency Department,OP_18c,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Heart Attack or Chest Pain,OP_2,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Emergency Department,OP_22,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Emergency Department,OP_23,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Colonoscopy care,OP_29,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Colonoscopy care,OP_30,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Cataract surgery outcome,OP_31,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Cancer care,OP_33,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Heart Attack or Chest Pain,OP_3b,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Heart Attack or Chest Pain,OP_5,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Pregnancy and Delivery Care,PC_01,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Sepsis Care,SEP_1,
10016,ALABASTER,AL,35007,SHELBY,2056208100,Blood Clot Prevention and Treatment,VTE_6,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Emergency Department,EDV,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Emergency Department,ED_1b,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Emergency Department,ED_2b,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Preventive Care,IMM_2,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Emergency Department,OP_18b,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Emergency Department,OP_18c,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Heart Attack or Chest Pain,OP_2,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Emergency Department,OP_22,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Emergency Department,OP_23,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Colonoscopy care,OP_29,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Colonoscopy care,OP_30,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Cataract surgery outcome,OP_31,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Cancer care,OP_33,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Heart Attack or Chest Pain,OP_3b,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Heart Attack or Chest Pain,OP_5,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Pregnancy and Delivery Care,PC_01,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Sepsis Care,SEP_1,
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Blood Clot Prevention and Treatment,VTE_6,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Emergency Department,EDV,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Emergency Department,ED_1b,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Emergency Department,ED_2b,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Preventive Care,IMM_2,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Emergency Department,OP_18b,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Emergency Department,OP_18c,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Heart Attack or Chest Pain,OP_2,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Emergency Department,OP_22,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Emergency Department,OP_23,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Colonoscopy care,OP_29,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Colonoscopy care,OP_30,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Cataract surgery outcome,OP_31,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Cancer care,OP_33,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Heart Attack or Chest Pain,OP_3b,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Heart Attack or Chest Pain,OP_5,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Pregnancy and Delivery Care,PC_01,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Sepsis Care,SEP_1,
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Blood Clot Prevention and Treatment,VTE_6,
10021,OZARK,AL,36360,DALE,3347742601,Emergency Department,EDV,
10021,OZARK,AL,36360,DALE,3347742601,Emergency Department,ED_1b,
10021,OZARK,AL,36360,DALE,3347742601,Emergency Department,ED_2b,
10021,OZARK,AL,36360,DALE,3347742601,Preventive Care,IMM_2,
10021,OZARK,AL,36360,DALE,3347742601,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,
10021,OZARK,AL,36360,DALE,3347742601,Emergency Department,OP_18b,
10021,OZARK,AL,36360,DALE,3347742601,Emergency Department,OP_18c,
10021,OZARK,AL,36360,DALE,3347742601,Heart Attack or Chest Pain,OP_2,
10021,OZARK,AL,36360,DALE,3347742601,Emergency Department,OP_22,
10021,OZARK,AL,36360,DALE,3347742601,Emergency Department,OP_23,
10021,OZARK,AL,36360,DALE,3347742601,Colonoscopy care,OP_29,
10021,OZARK,AL,36360,DALE,3347742601,Colonoscopy care,OP_30,
10021,OZARK,AL,36360,DALE,3347742601,Cataract surgery outcome,OP_31,
10021,OZARK,AL,36360,DALE,3347742601,Cancer care,OP_33,
10021,OZARK,AL,36360,DALE,3347742601,Heart Attack or Chest Pain,OP_3b,
10021,OZARK,AL,36360,DALE,3347742601,Heart Attack or Chest Pain,OP_5,
10021,OZARK,AL,36360,DALE,3347742601,Pregnancy and Delivery Care,PC_01,
10021,OZARK,AL,36360,DALE,3347742601,Sepsis Care,SEP_1,
10021,OZARK,AL,36360,DALE,3347742601,Blood Clot Prevention and Treatment,VTE_6,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Emergency Department,EDV,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Emergency Department,ED_1b,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Emergency Department,ED_2b,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Preventive Care,IMM_2,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Emergency Department,OP_18b,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Emergency Department,OP_18c,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Heart Attack or Chest Pain,OP_2,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Emergency Department,OP_22,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Emergency Department,OP_23,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Colonoscopy care,OP_29,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Colonoscopy care,OP_30,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Cataract surgery outcome,OP_31,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Cancer care,OP_33,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Heart Attack or Chest Pain,OP_3b,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Heart Attack or Chest Pain,OP_5,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Pregnancy and Delivery Care,PC_01,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Sepsis Care,SEP_1,
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Blood Clot Prevention and Treatment,VTE_6,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Emergency Department,EDV,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Emergency Department,ED_1b,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Emergency Department,ED_2b,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Preventive Care,IMM_2,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Emergency Department,OP_18b,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Emergency Department,OP_18c,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Heart Attack or Chest Pain,OP_2,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Emergency Department,OP_22,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Emergency Department,OP_23,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Colonoscopy care,OP_29,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Colonoscopy care,OP_30,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Cataract surgery outcome,OP_31,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Cancer care,OP_33,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Heart Attack or Chest Pain,OP_3b,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Heart Attack or Chest Pain,OP_5,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Pregnancy and Delivery Care,PC_01,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Sepsis Care,SEP_1,
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Blood Clot Prevention and Treatment,VTE_6,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Emergency Department,EDV,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Emergency Department,ED_1b,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Emergency Department,ED_2b,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Preventive Care,IMM_2,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Emergency Department,OP_18b,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Emergency Department,OP_18c,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Heart Attack or Chest Pain,OP_2,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Emergency Department,OP_22,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Emergency Department,OP_23,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Colonoscopy care,OP_29,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Colonoscopy care,OP_30,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Cataract surgery outcome,OP_31,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Cancer care,OP_33,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Heart Attack or Chest Pain,OP_3b,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Heart Attack or Chest Pain,OP_5,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Pregnancy and Delivery Care,PC_01,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Sepsis Care,SEP_1,
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Blood Clot Prevention and Treatment,VTE_6,
10029,OPELIKA,AL,36801,LEE,3347493411,Emergency Department,EDV,
10029,OPELIKA,AL,36801,LEE,3347493411,Emergency Department,ED_1b,
10029,OPELIKA,AL,36801,LEE,3347493411,Emergency Department,ED_2b,
10029,OPELIKA,AL,36801,LEE,3347493411,Preventive Care,IMM_2,
10029,OPELIKA,AL,36801,LEE,3347493411,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,
10029,OPELIKA,AL,36801,LEE,3347493411,Emergency Department,OP_18b,
10029,OPELIKA,AL,36801,LEE,3347493411,Emergency Department,OP_18c,
10029,OPELIKA,AL,36801,LEE,3347493411,Heart Attack or Chest Pain,OP_2,
10029,OPELIKA,AL,36801,LEE,3347493411,Emergency Department,OP_22,
10029,OPELIKA,AL,36801,LEE,3347493411,Emergency Department,OP_23,
10029,OPELIKA,AL,36801,LEE,3347493411,Colonoscopy care,OP_29,
10029,OPELIKA,AL,36801,LEE,3347493411,Colonoscopy care,OP_30,
10029,OPELIKA,AL,36801,LEE,3347493411,Cataract surgery outcome,OP_31,
10029,OPELIKA,AL,36801,LEE,3347493411,Cancer care,OP_33,
10029,OPELIKA,AL,36801,LEE,3347493411,Heart Attack or Chest Pain,OP_3b,
10029,OPELIKA,AL,36801,LEE,3347493411,Heart Attack or Chest Pain,OP_5,
10029,OPELIKA,AL,36801,LEE,3347493411,Pregnancy and Delivery Care,PC_01,
10029,OPELIKA,AL,36801,LEE,3347493411,Sepsis Care,SEP_1,
10029,OPELIKA,AL,36801,LEE,3347493411,Blood Clot Prevention and Treatment,VTE_6,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Emergency Department,EDV,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Emergency Department,ED_1b,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Emergency Department,ED_2b,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Preventive Care,IMM_2,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Emergency Department,OP_18b,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Emergency Department,OP_18c,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Heart Attack or Chest Pain,OP_2,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Emergency Department,OP_22,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Emergency Department,OP_23,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Colonoscopy care,OP_29,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Colonoscopy care,OP_30,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Cataract surgery outcome,OP_31,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Cancer care,OP_33,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Heart Attack or Chest Pain,OP_3b,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Heart Attack or Chest Pain,OP_5,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Pregnancy and Delivery Care,PC_01,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Sepsis Care,SEP_1,
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Blood Clot Prevention and Treatment,VTE_6,
10033,BIRMINGHAM,AL,35233,JEFFERSON,2059344011,Emergency Department,EDV,
10033,BIRMINGHAM,AL,35233,JEFFERSON,2059344011,Emergency Department,ED_1b,
10033,BIRMINGHAM,AL,35233,JEFFERSON,2059344011,Emergency Department,ED_2b,
